SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,5300 Holmes Run Pkwy #1008,Alexandria,VA,22304,249900,1,1.0,GREENHOUSE,815,,1975,42,307,490,Active,,,http://www.redfin.com/VA/Alexandria/5300-Holmes-Run-Pkwy-22304/unit-1008/home/11855739,BRIGHT MLS,VAAX2004084,N,Y,38.8152981,-77.1219453
MLS Listing,,Single Family Residential,7922 Bayberry Dr,Alexandria,VA,22306,700000,3,2.0,SHERWOOD HALL,2140,10523,1961,42,327,,Active,,,http://www.redfin.com/VA/Alexandria/7922-Bayberry-Dr-22306/home/9817044,BRIGHT MLS,VAFX2024106,N,Y,38.7418789,-77.072883
MLS Listing,,Single Family Residential,2902 Timber Wood Way,Herndon,VA,20171,759000,4,3.5,GLENBROOKE WOODS II,1781,16910,1979,42,426,27,Active,,,http://www.redfin.com/VA/Herndon/2902-Timber-Wood-Way-20171/home/9429032,BRIGHT MLS,VAFX2022706,N,Y,38.9155612,-77.3847252
MLS Listing,,Condo/Co-op,3601 5th St S #401,Arlington,VA,22204,189900,1,1.0,STRATTON HOUSE,683,,1958,43,278,525,Active,,,http://www.redfin.com/VA/Arlington/3601-5th-St-S-22204/unit-401/home/11260804,BRIGHT MLS,VAAR2003360,N,Y,38.8672126,-77.0967806
MLS Listing,,Townhouse,5951 Heritage Square Dr,Burke,VA,22015,499000,3,3.5,HERITAGE SQUARE NORTH,1556,2560,1978,43,321,75,Active,,,http://www.redfin.com/VA/Burke/5951-Heritage-Square-Dr-22015/home/9740082,BRIGHT MLS,VAFX2019886,N,Y,38.789876,-77.265129
MLS Listing,,Condo/Co-op,306 Todd Pl NE #1,Washington,DC,20002,420000,2,1.0,ECKINGTON,780,,1927,43,538,279,Active,,,http://www.redfin.com/DC/Washington/306-Todd-Pl-NE-20002/unit-1/home/21643879,BRIGHT MLS,DCDC2014426,N,Y,38.916479,-77.001613
MLS Listing,,Condo/Co-op,1731 Preston Rd #960,Alexandria,VA,22302,327000,1,1.0,PARKFAIRFAX,780,,1941,43,419,399,Active,,,http://www.redfin.com/VA/Alexandria/1731-Preston-Rd-22302/unit-960/home/177016175,BRIGHT MLS,VAAX2003972,N,Y,38.8365403,-77.0826716
MLS Listing,,Townhouse,222 Parker St NE,Washington,DC,20002,629000,1,1.0,OLD CITY I,782,691,1900,43,804,,Active,,,http://www.redfin.com/DC/Washington/222-Parker-St-NE-20002/home/9890881,BRIGHT MLS,DCDC2014956,N,Y,38.9019476,-77.0028376
MLS Listing,,Single Family Residential,7108 Dudrow Ct,Springfield,VA,22150,779000,4,3.5,DUDROW,3038,13001,1993,43,256,8,Active,,,http://www.redfin.com/VA/Springfield/7108-Dudrow-Ct-22150/home/9779041,BRIGHT MLS,VAFX2021538,N,Y,38.7627458,-77.2005216
MLS Listing,,Condo/Co-op,3125 Patrick Henry Dr #230,Falls Church,VA,22044,295000,2,2.0,CHATEAUX CONDO,1100,,1965,43,268,576,Active,,,http://www.redfin.com/VA/Falls-Church/3125-Patrick-Henry-Dr-22044/unit-230/home/9567689,BRIGHT MLS,VAFX2023798,N,Y,38.864814,-77.151271
MLS Listing,,Condo/Co-op,3101 New Mexico Ave NW #804,Washington,DC,20016,475000,1,1.0,WESLEY HEIGHTS,1170,,1979,44,406,959,Active,,,http://www.redfin.com/DC/Washington/3101-New-Mexico-Ave-NW-20016/unit-804/home/9954726,BRIGHT MLS,DCDC2014370,N,Y,38.932613,-77.082815
MLS Listing,,Condo/Co-op,2422 17th St NW #305,Washington,DC,20009,264500,0,1.0,MOUNT PLEASANT,316,,1910,45,837,186,Active,,,http://www.redfin.com/DC/Washington/2422-17th-St-NW-20009/unit-305/home/108578615,BRIGHT MLS,DCDC2013352,N,Y,38.922255,-77.0392789
MLS Listing,,Townhouse,9432 Packard Way Way,Burke,VA,22015,420000,3,1.5,BURKE MANOR,1200,1200,1977,46,350,80,Active,,,http://www.redfin.com/VA/Burke/9432-Packard-Way-22015/home/9735730,BRIGHT MLS,VAFX2019534,N,Y,38.7941108,-77.2695982
MLS Listing,,Condo/Co-op,7975 Audubon Ave Unit A1,Alexandria,VA,22306,182000,2,1.5,COLCHESTER TOWNE CONDO,872,,1973,48,209,490,Active,,,http://www.redfin.com/VA/Alexandria/7975-Audubon-Ave-22306/unit-A1/home/9813413,BRIGHT MLS,VAFX2023042,N,Y,38.7410736,-77.0931839
MLS Listing,,Townhouse,2246 Roanoke Dr,Alexandria,VA,22307,395000,2,1.0,BEACON MANOR,1040,3600,1951,48,380,,Active,,,http://www.redfin.com/VA/Alexandria/2246-Roanoke-Dr-22307/home/9791898,BRIGHT MLS,VAFX2022748,N,Y,38.769422,-77.0707261
MLS Listing,,Condo/Co-op,3815 14th St NW #2,Washington,DC,20011,369900,1,1.0,COLUMBIA HEIGHTS,733,,2016,49,505,153,Active,,,http://www.redfin.com/DC/Washington/3815-14th-St-NW-20011/unit-2/home/108277088,BRIGHT MLS,DCDC2013424,N,Y,38.9379164,-77.032417
MLS Listing,,Condo/Co-op,2519 I St NW #1,Washington,DC,20037,949900,2,2.0,FOGGY BOTTOM,900,,1985,49,1055,481,Active,,,http://www.redfin.com/DC/Washington/2519-I-St-NW-20037/unit-1/home/9042345,BRIGHT MLS,DCDC2013664,N,Y,38.9008311,-77.054195
MLS Listing,,Townhouse,123 E St SE,Washington,DC,20003,995000,3,1.5,CAPITOL HILL,1326,1308,1907,49,750,,Active,,,http://www.redfin.com/DC/Washington/123-E-St-SE-20003/home/9890623,BRIGHT MLS,DCDC2013644,N,Y,38.88305,-77.0048398
MLS Listing,,Single Family Residential,9 Gibson Ct,Gaithersburg,MD,20878,659999,4,3.5,WASHINGTONIAN VILLAGE,2240,13728,1984,49,295,,Active,,,http://www.redfin.com/MD/Gaithersburg/9-Gibson-Ct-20878/home/10830038,BRIGHT MLS,MDMC2016270,N,Y,39.1182219,-77.2108076
MLS Listing,,Condo/Co-op,1781 Chain Bridge Rd #101,Mclean,VA,22102,825000,2,2.0,MORGAN AT MCLEAN CONDO,1612,,2007,49,512,660,Active,November-7-2021 01:00 PM,November-7-2021 03:00 PM,http://www.redfin.com/VA/McLean/1781-Chain-Bridge-Rd-22102/unit-101/home/17111933,BRIGHT MLS,VAFX2021978,N,Y,38.9261259,-77.202426
MLS Listing,,Townhouse,1863 N Adams St,Arlington,VA,22201,899000,3,3.5,ARLINGTON CREST,1620,761,1989,49,555,95,Active,,,http://www.redfin.com/VA/Arlington/1863-N-Adams-St-22201/home/11247639,BRIGHT MLS,VAAR2005170,N,Y,38.8949254,-77.0886453
MLS Listing,,Condo/Co-op,1101 L St NW #504,Washington,DC,20005,260000,0,1.0,OLD CITY II,407,,1926,49,639,317,Active,,,http://www.redfin.com/DC/Washington/1101-L-St-NW-20005/unit-504/home/9876064,BRIGHT MLS,DCDC2012956,N,Y,38.9042972,-77.0272871
MLS Listing,,Condo/Co-op,4435 Fair Stone Dr #101,Fairfax,VA,22033,239000,1,1.0,STONECROFT CONDO,703,,1991,49,340,285,Active,,,http://www.redfin.com/VA/Fairfax/4435-Fair-Stone-Dr-22033/unit-101/home/9598672,BRIGHT MLS,VAFX2021456,N,Y,38.856689,-77.399956
MLS Listing,,Condo/Co-op,2328 Champlain St NW #311,Washington,DC,20009,725000,2,2.0,MOUNT PLEASANT,865,,2002,50,838,688,Active,,,http://www.redfin.com/DC/Washington/2328-Champlain-St-NW-20009/unit-311/home/10187706,BRIGHT MLS,DCDC2008858,N,Y,38.9206329,-77.0412894
MLS Listing,,Condo/Co-op,10811 Hampton Mill Ter #100,Rockville,MD,20852,412000,2,2.0,GABLES OF TUCKERMAN CODM,1037,,1987,50,397,445,Active,,,http://www.redfin.com/MD/North-Bethesda/10811-Hampton-Mill-Ter-20852/unit-100/home/22057698,BRIGHT MLS,MDMC2006460,N,Y,39.0324907,-77.1172697
MLS Listing,,Townhouse,680 Orchard Ridge Dr #100,Gaithersburg,MD,20878,399900,3,2.5,QUINCE ORCHARD PARK CODM,1744,,2002,50,229,407,Active,,,http://www.redfin.com/MD/Gaithersburg/680-Orchard-Ridge-Dr-20878/unit-100/home/11189033,BRIGHT MLS,MDMC2015570,N,Y,39.1249982,-77.226028
MLS Listing,,Townhouse,1536 6th St NW,Washington,DC,20001,1099000,3,3.0,OLD CITY II,2396,832,1900,51,459,,Active,November-5-2021 08:00 AM,November-5-2021 08:00 PM,http://www.redfin.com/DC/Washington/1536-6th-St-NW-20001/home/9879374,BRIGHT MLS,DCDC2010380,N,Y,38.9108193,-77.0201362
MLS Listing,,Townhouse,307 I St NE,Washington,DC,20002,995000,3,3.5,OLD CITY I,1856,1470,1909,51,536,,Active,,,http://www.redfin.com/DC/Washington/307-I-St-NE-20002/home/9892539,BRIGHT MLS,DCDC2011236,N,Y,38.90111,-77.0016357
MLS Listing,,Townhouse,124 Taussig Pl NE,Washington,DC,20011,589900,3,2.0,BROOKLAND,1594,2050,1951,51,370,,Active,,,http://www.redfin.com/DC/Washington/124-Taussig-Pl-NE-20011/home/10076893,BRIGHT MLS,DCDC2011716,N,Y,38.9416895,-77.0050422
MLS Listing,,Townhouse,2811 Shawn Leigh Dr,Vienna,VA,22181,619900,3,3.5,COUNTRY CREEK,2215,2625,1981,51,280,133,Active,,,http://www.redfin.com/VA/Vienna/2811-Shawn-Leigh-Dr-22181/home/9525894,BRIGHT MLS,VAFX2022154,N,Y,38.8792199,-77.276194
MLS Listing,,Single Family Residential,10003 Spring Lake Ter,Fairfax,VA,22030,700000,4,2.0,COUNTRY CLUB HILLS,3600,21465,1954,54,194,,Active,,,http://www.redfin.com/VA/Fairfax/10003-Spring-Lake-Ter-22030/home/12030061,BRIGHT MLS,VAFC2000492,N,Y,38.8601256,-77.2906847
MLS Listing,,Single Family Residential,1448 Kingsvale Cir,Herndon,VA,20170,775000,4,3.5,KINGSTREAM,3248,9840,1986,55,239,40,Active,,,http://www.redfin.com/VA/Herndon/1448-Kingsvale-Cir-20170/home/9117148,BRIGHT MLS,VAFX2021444,N,Y,38.9880498,-77.3719426
MLS Listing,,Condo/Co-op,3039 Macomb St NW #33,Washington,DC,20008,385000,1,1.0,CLEVELAND PARK,662,,1923,55,582,512,Active,,,http://www.redfin.com/DC/Washington/3039-Macomb-St-NW-20008/unit-33/home/17367409,BRIGHT MLS,DCDC2011572,N,Y,38.9338192,-77.0615282
MLS Listing,,Condo/Co-op,3003 Nicosh Cir #3106,Falls Church,VA,22042,229000,1,1.0,HIGH POINTE AT JEFFERSON,598,,2000,55,383,350,Active,,,http://www.redfin.com/VA/Falls-Church/3003-Nicosh-Cir-22042/unit-3106/home/9850192,BRIGHT MLS,VAFX2021540,N,Y,38.8689454,-77.2217694
MLS Listing,,Condo/Co-op,1111 25th St NW #304,Washington,DC,20037,530000,1,1.0,CENTRAL,835,,2005,55,635,546,Active,,,http://www.redfin.com/DC/Washington/1111-25th-St-NW-20037/unit-304/home/10346469,BRIGHT MLS,DCDC2012694,N,Y,38.9048286,-77.0523987
MLS Listing,,Condo/Co-op,1701 16th St NW #316,Washington,DC,20009,429000,1,1.0,OLD CITY II,758,,1920,56,566,659,Active,,,http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-316/home/12301535,BRIGHT MLS,DCDC2012706,N,Y,38.912884,-77.0358918
MLS Listing,,Condo/Co-op,1311 Delaware Ave SW Unit S134,Washington,DC,20024,170000,1,1.0,SW WATERFRONT,700,,1962,56,243,1107,Active,,,http://www.redfin.com/DC/Washington/1311-Delaware-Ave-SW-20024/unit-S134/home/12126262,BRIGHT MLS,DCDC2012116,N,Y,38.8739553,-77.0155098
MLS Listing,,Condo/Co-op,1111 Orren St NE #102,Washington,DC,20002,369900,1,1.0,TRINIDAD,569,,2016,56,650,292,Active,,,http://www.redfin.com/DC/Washington/1111-Orren-St-NE-20002/unit-102/home/111500178,BRIGHT MLS,DCDC2012714,N,Y,38.9013361,-76.9861785
MLS Listing,,Condo/Co-op,3039 16th St NW Ph 2,Washington,DC,20009,849900,2,2.0,COLUMBIA HEIGHTS,1200,,2004,57,708,690,Active,,,http://www.redfin.com/DC/Washington/3039-16th-St-NW-20009/unit-2/home/10345182,BRIGHT MLS,DCDC2011680,N,Y,38.9278167,-77.0361144
MLS Listing,,Condo/Co-op,777 7th St NW #832,Washington,DC,20001,399900,1,1.0,CENTRAL,787,,2005,57,508,789,Active,,,http://www.redfin.com/DC/Washington/777-7th-St-NW-20001/unit-832/home/10193195,BRIGHT MLS,DCDC2011712,N,Y,38.8994495,-77.0215209
MLS Listing,,Condo/Co-op,530 N St SW Unit S408,Washington,DC,20024,349900,1,1.0,R.L.A. SW,762,,1966,57,459,1075,Active,,,http://www.redfin.com/DC/Washington/530-N-St-SW-20024/unit-S408/home/28679981,BRIGHT MLS,DCDC2011222,N,Y,38.8740144,-77.0184717
MLS Listing,,Condo/Co-op,1426 21st St NW #403,Washington,DC,20036,409900,1,1.0,CENTRAL,549,,1908,57,747,436,Active,,,http://www.redfin.com/DC/Washington/1426-21st-St-NW-20036/unit-403/home/9051377,BRIGHT MLS,DCDC2012702,N,Y,38.9093942,-77.0469047
MLS Listing,,Condo/Co-op,1361 K St SE #202,Washington,DC,20003,309000,1,1.0,OLD CITY I,500,,1946,58,618,335,Active,,,http://www.redfin.com/DC/Washington/1361-K-St-SE-20003/unit-202/home/9915620,BRIGHT MLS,DCDC2011886,N,Y,38.8782369,-76.9863137
MLS Listing,,Single Family Residential,401 S Fillmore St,Arlington,VA,22204,807900,4,2.5,PENROSE,1386,4200,1930,58,583,,Active,November-5-2021 08:00 AM,November-5-2021 08:00 PM,http://www.redfin.com/VA/Arlington/401-S-Fillmore-St-22204/home/11262477,BRIGHT MLS,VAAR2004848,N,Y,38.8696719,-77.0880809
MLS Listing,,Condo/Co-op,4595 Macarthur Blvd NW #6,Washington,DC,20007,549000,2,2.0,PALISADES,1050,,1954,58,523,498,Active,,,http://www.redfin.com/DC/Washington/4595-MacArthur-Blvd-NW-20007/unit-6/home/109256086,BRIGHT MLS,DCDC2012248,N,Y,38.9108146,-77.0888146
MLS Listing,,Townhouse,216 Aspen St,Alexandria,VA,22305,699000,3,2.5,WARWICK VILLAGE,1653,,1955,62,423,,Active,,,http://www.redfin.com/VA/Alexandria/216-Aspen-St-22305/home/11847703,BRIGHT MLS,VAAX2003114,N,Y,38.8344213,-77.0639204
MLS Listing,,Townhouse,2910 S Dinwiddie St,Arlington,VA,22206,550000,3,2.0,FAIRLINGTON VILLAGE,1383,,1948,63,398,406,Active,,,http://www.redfin.com/VA/Arlington/2910-S-Dinwiddie-St-22206/home/11861473,BRIGHT MLS,VAAX2003240,N,Y,38.8386934,-77.1040904
MLS Listing,,Condo/Co-op,1133 14th St NW #402,Washington,DC,20005,519000,1,1.0,CENTRAL,750,,2006,63,692,581,Active,,,http://www.redfin.com/DC/Washington/1133-14th-St-NW-20005/unit-402/home/22675238,BRIGHT MLS,DCDC2011446,N,Y,38.9047062,-77.0315774
MLS Listing,,Townhouse,1715 15th St NW #13,Washington,DC,20009,685000,2,1.5,OLD CITY II,1002,,1929,64,684,560,Active,,,http://www.redfin.com/DC/Washington/1715-15th-St-NW-20009/unit-13/home/9869794,BRIGHT MLS,DCDC2010662,N,Y,38.9132595,-77.03407
MLS Listing,,Single Family Residential,12961 Pinecrest View Ct,Herndon,VA,20171,710000,4,2.5,FOX MILL ESTATES,2878,10588,1980,64,247,14,Active,,,http://www.redfin.com/VA/Herndon/12961-Pinecrest-View-Ct-20171/home/9315765,BRIGHT MLS,VAFX2019634,N,Y,38.9264575,-77.3947708
MLS Listing,,Condo/Co-op,110 Gallatin St NW #11,Washington,DC,20011,325000,1,1.0,PETWORTH,601,,1936,65,541,192,Active,,,http://www.redfin.com/DC/Washington/110-Gallatin-St-NW-20011/unit-11/home/102276635,BRIGHT MLS,DCDC2008870,N,Y,38.9521364,-77.0120721
MLS Listing,,Condo/Co-op,2555 Pennsylvania Ave NW #417,Washington,DC,20037,558500,1,1.0,CENTRAL,845,,1978,65,661,799,Active,,,http://www.redfin.com/DC/Washington/2555-Pennsylvania-Ave-NW-20037/unit-417/home/9039885,BRIGHT MLS,DCDC2008848,N,Y,38.9046895,-77.0540178
MLS Listing,,Condo/Co-op,2425 L St NW #324,Washington,DC,20037,649999,1,1.0,CENTRAL,816,,2006,65,797,811,Active,,,http://www.redfin.com/DC/Washington/2425-L-St-NW-20037/unit-324/home/11745782,BRIGHT MLS,DCDC2009406,N,Y,38.9042897,-77.0523769
MLS Listing,,Single Family Residential,9839 Lawyers Rd,Vienna,VA,22181,910000,5,2.5,PINEY BRANCH HEIGHTS,3534,13509,1985,65,257,,Active,,,http://www.redfin.com/VA/Vienna/9839-Lawyers-Rd-22181/home/9443750,BRIGHT MLS,VAFX2015886,N,Y,38.9107972,-77.2868694
MLS Listing,,Townhouse,2042 Headlands Cir,Reston,VA,20191,539000,3,3.5,BOSTON RIDGE CLUSTER,1706,1468,1978,69,316,59,Active,,,http://www.redfin.com/VA/Reston/2042-Headlands-Cir-20191/home/9341670,BRIGHT MLS,VAFX2016080,N,Y,38.941,-77.336923
MLS Listing,,Single Family Residential,2800 Upshur St,Mount Rainier,MD,20712,410000,3,3.0,MT RAINIER- ROGERS 1ST A,1218,4240,1921,70,337,,Active,,,http://www.redfin.com/MD/Mt-Rainier/2800-Upshur-St-20712/home/10986618,BRIGHT MLS,MDPG2009414,N,Y,38.9433415,-76.9682891
MLS Listing,,Townhouse,444 Palmspring Dr,Gaithersburg,MD,20878,349000,3,2.5,PARK SUMMIT,1582,1200,1989,70,221,93,Active,November-5-2021 08:00 AM,November-5-2021 08:00 PM,http://www.redfin.com/MD/Gaithersburg/444-Palmspring-Dr-20878/home/10843431,BRIGHT MLS,MDMC2012704,N,Y,39.123373,-77.211447
MLS Listing,,Single Family Residential,5813 Shana Pl,Burke,VA,22015,664900,4,3.5,WAVERLY EAST,2016,4473,1983,71,330,75,Active,,,http://www.redfin.com/VA/Burke/5813-Shana-Pl-22015/home/9736745,BRIGHT MLS,VAFX2017684,N,Y,38.7937255,-77.2583632
MLS Listing,,Single Family Residential,1827 Fairland Rd,Silver Spring,MD,20904,495000,4,2.0,COLESVILLE OUTSIDE,1925,25538,1951,71,257,,Active,November-20-2021 01:00 PM,November-20-2021 03:00 PM,http://www.redfin.com/MD/Silver-Spring/1827-Fairland-Rd-20904/home/166452254,BRIGHT MLS,MDMC2009372,N,Y,39.0754782,-76.9727897
MLS Listing,,Condo/Co-op,1367-C Garden Wall Cir #710,Reston,VA,20194,336900,2,2.0,BALDWIN GROVE CONDO,1053,,1993,71,320,433,Active,,,http://www.redfin.com/VA/Reston/1367C-Garden-Wall-Cir-20194/unit-710/home/177013067,BRIGHT MLS,VAFX2016938,N,Y,38.982877,-77.338335
MLS Listing,,Condo/Co-op,2050 N Calvert St #104,Arlington,VA,22201,344990,2,1.0,SPOUT RUN TERRACE,793,,1987,71,435,360,Active,,,http://www.redfin.com/VA/Arlington/2050-N-Calvert-St-22201/unit-104/home/11279723,BRIGHT MLS,VAAR2004118,N,Y,38.8974134,-77.0932738
MLS Listing,,Townhouse,5 Grove Ridge Ct #67,Rockville,MD,20852,620000,3,2.5,GROSVENOR PK TOWNH CODM,1888,,1984,73,328,235,Active,,,http://www.redfin.com/MD/North-Bethesda/5-Grove-Ridge-Ct-20852/unit-67/home/10540326,BRIGHT MLS,MDMC2012046,N,Y,39.027102,-77.108171
MLS Listing,,Townhouse,3138 Barnard Ct,Fairfax,VA,22031,639900,3,3.0,STONEHURST,1943,1840,1972,77,329,115,Active,,,http://www.redfin.com/VA/Fairfax/3138-Barnard-Ct-22031/home/9536030,BRIGHT MLS,VAFX2016090,N,Y,38.8679877,-77.2664332
MLS Listing,,Single Family Residential,7837 Westmont Ln,Mclean,VA,22102,3031500,7,8.5,GARFIELD PARK,10477,55696,2006,82,289,455,Active,,,http://www.redfin.com/VA/McLean/7837-Westmont-Ln-22102/home/12072117,BRIGHT MLS,VAFX2015548,N,Y,38.954317,-77.218206
MLS Listing,,Townhouse,2252 Canteen Cir,Odenton,MD,21113,345000,3,3.0,SEVEN OAKS,1838,1760,1992,84,188,72,Active,,,http://www.redfin.com/MD/Odenton/2252-Canteen-Cir-21113/home/10374856,BRIGHT MLS,MDAA2006636,N,Y,39.1080588,-76.7226268
MLS Listing,,Townhouse,4225 32nd Rd S,Arlington,VA,22206,599900,2,2.0,FAIRLINGTON GREEN,1500,,1940,84,400,467,Active,November-5-2021 08:00 AM,November-5-2021 08:00 PM,http://www.redfin.com/VA/Arlington/4225-32nd-Rd-S-22206/home/11269666,BRIGHT MLS,VAAR2003318,N,Y,38.8364126,-77.086541
MLS Listing,,Condo/Co-op,240 M St SW Unit E310,Washington,DC,20024,280000,1,1.0,R.L.A. SW,532,,1967,86,526,573,Active,,,http://www.redfin.com/DC/Washington/240-M-St-SW-20024/unit-E310/home/9886334,BRIGHT MLS,DCDC2008356,N,Y,38.8754269,-77.0154688
MLS Listing,,Condo/Co-op,1101 S Arlington Ridge Rd #406,Arlington,VA,22202,615000,2,2.5,THE REPRESENTATIVE,1606,,1976,90,383,876,Active,,,http://www.redfin.com/VA/Arlington/1101-S-Arlington-Ridge-Rd-22202/unit-406/home/11274751,BRIGHT MLS,VAAR2003222,N,Y,38.8637389,-77.0656643
MLS Listing,,Condo/Co-op,1623 Carriage House Ter Unit A,Silver Spring,MD,20904,150500,1,1.0,TIERS AT SIL SPRG CODM,732,,1986,92,206,380,Active,,,http://www.redfin.com/MD/Silver-Spring/1623-Carriage-House-Ter-20904/unit-A/home/167139797,BRIGHT MLS,MDMC2008582,N,Y,39.0489112,-76.9792768
MLS Listing,,Condo/Co-op,11800 Sunset Hills Rd #704,Reston,VA,20190,350000,1,1.0,CARLTON HOUSE CONDO,833,,2005,93,420,406,Active,,,http://www.redfin.com/VA/Reston/11800-Sunset-Hills-Rd-20190/unit-704/home/9849283,BRIGHT MLS,VAFX2011836,N,Y,38.9556529,-77.3543812
MLS Listing,,Condo/Co-op,1 W Maple St #102,Alexandria,VA,22301,310000,1,1.0,ROSEMONT,540,,1938,93,574,307,Active,,,http://www.redfin.com/VA/Alexandria/1-W-Maple-St-22301/unit-102/home/143365448,BRIGHT MLS,VAAX2002228,N,Y,38.8115044,-77.0617065
MLS Listing,,Single Family Residential,6308 Wayles St,Springfield,VA,22150,630000,3,2.0,MONTICELLO WOODS,2200,12255,1963,94,286,,Active,,,http://www.redfin.com/VA/Springfield/6308-Wayles-St-22150/home/9752168,BRIGHT MLS,VAFX2007262,N,Y,38.7810233,-77.165165
MLS Listing,,Townhouse,319 I St NE,Washington,DC,20002,1049900,3,5.0,OLD CITY I,3000,1245,1910,97,350,,Active,,,http://www.redfin.com/DC/Washington/319-I-St-NE-20002/home/9892524,BRIGHT MLS,DCDC2006012,N,Y,38.9011028,-77.0012178
MLS Listing,,Condo/Co-op,8220 Crestwood Hts #1219,Mclean,VA,22102,555000,1,1.5,ONE PARK CREST CONDO,1061,,2008,99,523,679,Active,,,http://www.redfin.com/VA/McLean/8220-Crestwood-Heights-Dr-22102/unit-1219/home/21705430,BRIGHT MLS,VAFX2009944,N,Y,38.9297833,-77.2285702
MLS Listing,,Condo/Co-op,1900 Lyttonsville Rd #211,Silver Spring,MD,20910,199900,1,1.0,PARK SUTTON,869,,1964,99,230,626,Active,,,http://www.redfin.com/MD/Silver-Spring/1900-Lyttonsville-Rd-20910/unit-211/home/11107175,BRIGHT MLS,MDMC2006632,N,Y,39.0012929,-77.0411995
MLS Listing,,Condo/Co-op,4101 Cathedral Ave NW #617,Washington,DC,20016,499000,2,2.0,OBSERVATORY CIRCLE,1561,,1962,100,320,1626,Active,,,http://www.redfin.com/DC/Washington/4101-Cathedral-Ave-NW-20016/unit-617/home/174610873,BRIGHT MLS,DCDC2005286,N,Y,38.9305425,-77.0795154
MLS Listing,,Condo/Co-op,8220 Crestwood Hts #1013,Mclean,VA,22102,419000,1,1.0,ONE PARK CREST CONDO,787,,2008,100,532,603,Active,,,http://www.redfin.com/VA/McLean/8220-Crestwood-Heights-Dr-22102/unit-1013/home/21705634,BRIGHT MLS,VAFX2009708,N,Y,38.9297833,-77.2285702
MLS Listing,,Condo/Co-op,601 Pennsylvania Ave NW Unit 1101N,Washington,DC,20004,389000,0,1.0,CENTRAL,557,,1991,100,698,483,Active,,,http://www.redfin.com/DC/Washington/601-Pennsylvania-Ave-NW-20004/unit-1101N/home/9879862,BRIGHT MLS,DCDC2006488,N,Y,38.893853,-77.0203836
MLS Listing,,Condo/Co-op,2227 20th St NW #207,Washington,DC,20009,439000,1,1.0,KALORAMA,749,,1923,105,586,568,Active,,,http://www.redfin.com/DC/Washington/2227-20th-St-NW-20009/unit-207/home/10000197,BRIGHT MLS,DCDC2004004,N,Y,38.9190625,-77.0458772
MLS Listing,,Single Family Residential,8912 Dogue Dr,Alexandria,VA,22309,799900,5,3.5,KEYS AND RUSSELL,3640,21783,1955,106,220,,Active,,,http://www.redfin.com/VA/Alexandria/8912-Dogue-Dr-22309/home/9825261,BRIGHT MLS,VAFX2009658,N,Y,38.7159866,-77.1253032
MLS Listing,,Single Family Residential,2018 N Cameron St,Arlington,VA,22207,1229500,4,3.5,HIGHVIEW PARK,3076,6926,2007,113,400,,Active,,,http://www.redfin.com/VA/Arlington/2018-N-Cameron-St-22207/home/11236229,BRIGHT MLS,VAAR2001440,N,Y,38.8946483,-77.1272359
MLS Listing,,Condo/Co-op,906 S Washington St #213,Alexandria,VA,22314,199900,0,1.0,BEARINGS SOUTH,469,,1941,142,426,345,Active,,,http://www.redfin.com/VA/Alexandria/906-S-Washington-St-22314/unit-213/home/11878824,BRIGHT MLS,VAAX260728,N,Y,38.7955846,-77.0484858
MLS Listing,,Condo/Co-op,10809 Hampton Mill Ter Unit 505 DOOR 130,Rockville,MD,20852,390000,2,2.0,GABLES OF TUCKERMAN CODM,1037,,1987,157,376,369,Active,,,http://www.redfin.com/MD/Rockville/10809-Hampton-Mill-Ter-20852/unit-505-DOOR-130/home/175247352,BRIGHT MLS,MDMC758528,N,Y,39.0323506,-77.1165803
MLS Listing,,Condo/Co-op,700 New Hampshire Ave NW #817,Washington,DC,20037,699999,2,2.0,FOGGY BOTTOM,1430,,1971,158,490,2501,Active,,,http://www.redfin.com/DC/Washington/700-New-Hampshire-Ave-NW-20037/unit-817/home/40476038,BRIGHT MLS,DCDC523230,N,Y,38.898388,-77.055383
MLS Listing,,Condo/Co-op,4515 Willard Ave Unit 1514S,Chevy Chase,MD,20815,319000,1,1.0,WILLOUGHBY OF CH CH CODM,883,,1968,191,361,650,Active,,,http://www.redfin.com/MD/Chevy-Chase/4515-Willard-Ave-20815/unit-1514S/home/143402718,BRIGHT MLS,MDMC755126,N,Y,38.9624844,-77.0898117
MLS Listing,,Single Family Residential,12523 Braddock Rd,Fairfax,VA,22030,2999980,7,6.0,GRACE J KELLEY,13778,209132,2021,259,218,,Active,,,http://www.redfin.com/VA/Fairfax/12523-Braddock-Rd-22030/home/82089516,BRIGHT MLS,VAFX1181890,N,Y,38.825988,-77.3811039
