SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,9487 Clocktower Ln,Columbia,MD,21046,399900,3,2.5,VILLAGE OF KINGS CONTRIVANCE,1992,1785,1984,15,201,146,Active,,,http://www.redfin.com/MD/Columbia/9487-Clocktower-Ln-21046/home/9988467,BRIGHT MLS,MDHW2005900,N,Y,39.164004,-76.843369
MLS Listing,,Townhouse,36 Ellsworth Hts,Silver Spring,MD,20910,1075000,4,3.0,CHELSEA HEIGHTS,2627,1365,2016,15,409,152,Active,,,http://www.redfin.com/MD/Silver-Spring/36-Ellsworth-Heights-St-20910/home/144686068,BRIGHT MLS,MDMC2013926,N,Y,38.9991215,-77.0235382
MLS Listing,,Single Family Residential,2923 23rd St S,Arlington,VA,22206,938000,3,3.0,NAUCK GREEN VALLEY,2790,5127,1947,15,336,,Active,,,http://www.redfin.com/VA/Arlington/2923-23rd-St-S-22206/home/11272025,BRIGHT MLS,VAAR2006294,N,Y,38.8494939,-77.083631
MLS Listing,,Townhouse,2217 Chamblee Pl,Herndon,VA,20170,350000,3,1.5,REFLECTION LAKE,1114,1260,1971,15,314,212,Active,November-5-2021 08:00 AM,November-5-2021 08:00 PM,http://www.redfin.com/VA/Herndon/2217-Chamblee-Pl-20170/home/9169600,BRIGHT MLS,VAFX2026258,N,Y,38.9626389,-77.4061944
MLS Listing,,Single Family Residential,7604 Post Rd,Hanover,MD,21076,449900,4,3.0,HANOVER,2700,11979,1915,15,167,,Active,,,http://www.redfin.com/MD/Hanover/7604-Post-Rd-21076/home/10319141,BRIGHT MLS,MDAA2012240,N,Y,39.1499153,-76.7127957
MLS Listing,,Condo/Co-op,7505 Ashby Ln Unit B,Alexandria,VA,22315,385000,2,2.0,STRATFORD PLACE AT KINGS,1206,,1990,15,319,404,Active,,,http://www.redfin.com/VA/Alexandria/7505-Ashby-Ln-22315/unit-B/home/9786110,BRIGHT MLS,VAFX2025322,N,Y,38.753423,-77.149271
MLS Listing,,Single Family Residential,5115 Wissioming Rd,Bethesda,MD,20816,1050000,3,3.0,GLEN ECHO HEIGHTS,2061,5946,1939,16,509,,Active,November-5-2021 08:00 AM,November-5-2021 08:00 PM,http://www.redfin.com/MD/Bethesda/5115-Wissioming-Rd-20816/home/10648185,BRIGHT MLS,MDMC2001453,N,Y,38.957083,-77.126838
MLS Listing,,Condo/Co-op,2451 Midtown #901,Alexandria,VA,22303,414000,2,2.0,MIDTOWN ALEXANDRIA STATI,1078,,2007,16,384,544,Active,,,http://www.redfin.com/VA/Alexandria/2451-Midtown-Ave-22303/unit-901/home/19001786,BRIGHT MLS,VAFX2001543,N,Y,38.7966107,-77.0742479
MLS Listing,,Condo/Co-op,2001 15th St N #1111,Arlington,VA,22201,1185000,2,2.0,ARLINGTON,1415,,2006,16,837,852,Active,,,http://www.redfin.com/VA/Arlington/2001-15th-St-N-22201/unit-1111/home/12041345,BRIGHT MLS,VAAR2006224,N,Y,38.8912215,-77.081359
MLS Listing,,Single Family Residential,3502 Norris Pl,Alexandria,VA,22305,775000,4,1.0,BEVERLY HILLS,1483,5016,1938,16,523,,Active,,,http://www.redfin.com/VA/Alexandria/3502-Norris-Pl-22305/home/11849092,BRIGHT MLS,VAAX2004758,N,Y,38.8379273,-77.0664525
MLS Listing,,Condo/Co-op,525 Water St SW #328,Washington,DC,20024,730000,2,2.0,R.L.A. SW,831,,2016,17,878,681,Active,,,http://www.redfin.com/DC/Washington/525-Water-St-SW-20024/unit-328/home/109255976,BRIGHT MLS,DCDC2017138,N,Y,38.8760095,-77.0203086
MLS Listing,,Condo/Co-op,1021 N Garfield St #519,Arlington,VA,22201,514900,1,1.0,CLARENDON 1021,746,,2005,17,690,393,Active,,,http://www.redfin.com/VA/Arlington/1021-N-Garfield-St-22201/unit-519/home/11281323,BRIGHT MLS,VAAR2006296,N,Y,38.8853454,-77.0934087
MLS Listing,,Condo/Co-op,1021 Arlington Blvd #927,Arlington,VA,22209,129900,0,1.0,RIVER PLACE,383,,1955,17,339,329,Active,,,http://www.redfin.com/VA/Arlington/1021-Arlington-Blvd-22209/unit-927/home/11254001,BRIGHT MLS,VAAR2000363,N,Y,38.8929957,-77.0689033
MLS Listing,,Condo/Co-op,10500 Rockville Unit G08,Rockville,MD,20852,200000,1,1.0,GROSVENOR PARK II,912,,1965,17,219,765,Active,,,http://www.redfin.com/MD/Rockville/10500-Rockville-Pike-20852/unit-G08/home/10529203,BRIGHT MLS,MDMC2001175,N,Y,39.0294152,-77.1054123
MLS Listing,,Townhouse,21793 Canfield Ter,Sterling,VA,20164,510000,3,3.5,WOODSTONE,2551,1742,1991,17,200,59,Active,,,http://www.redfin.com/VA/Sterling/21793-Canfield-Ter-20164/home/11947696,BRIGHT MLS,VALO2009770,N,Y,39.01171,-77.381807
MLS Listing,,Townhouse,8900 16th St,Silver Spring,MD,20910,449500,3,2.5,WOODSIDE VILLAGE,1266,,1965,18,355,594,Active,,,http://www.redfin.com/MD/Silver-Spring/8900-16th-St-20910/unit-8900/home/10979720,BRIGHT MLS,MDMC2001141,N,Y,39.0022019,-77.0404833
MLS Listing,,Single Family Residential,11801 Plantation,Great Falls,VA,22066,1875000,5,4.5,SUGARLAND RUN,6482,217800,1989,20,289,,Active,,,http://www.redfin.com/VA/Great-Falls/11801-Plantation-Dr-22066/home/9073219,BRIGHT MLS,VAFX2001403,N,Y,39.0220231,-77.3546504
MLS Listing,,Condo/Co-op,3701 Connecticut Ave NW #504,Washington,DC,20008,219000,0,1.0,FOREST HILLS,433,,1951,20,506,467,Active,,,http://www.redfin.com/DC/Washington/3701-Connecticut-Ave-NW-20008/unit-504/home/9991060,BRIGHT MLS,DCDC2000757,N,Y,38.9383349,-77.0592347
MLS Listing,,Single Family Residential,104 Dove Tree,Sterling,VA,20164,600000,4,2.5,OAK TREE,1963,10890,1978,20,306,57,Active,,,http://www.redfin.com/VA/Sterling/104-Dove-Tree-Ct-20164/home/11956400,BRIGHT MLS,VALO2000699,N,Y,39.0108534,-77.3879094
MLS Listing,,Condo/Co-op,2451 Midtown Ave #1025,Alexandria,VA,22303,319900,1,1.0,MIDTOWN ALEXANDRIA STATI,805,,2007,20,397,373,Active,,,http://www.redfin.com/VA/Alexandria/2451-Midtown-Ave-22303/unit-1025/home/22060305,BRIGHT MLS,VAFX2026288,N,Y,38.7966107,-77.0742479
MLS Listing,,Single Family Residential,3914 Pender Spring Dr,Fairfax,VA,22033,1199000,5,3.5,SMC PENDERBROOK,4522,17478,2000,20,265,83,Active,,,http://www.redfin.com/VA/Fairfax/3914-Pender-Spring-Dr-22033/home/9517792,BRIGHT MLS,VAFX2000211,N,Y,38.8641246,-77.350097
MLS Listing,,Condo/Co-op,1412 Chapin St NW #5,Washington,DC,20009,495000,1,1.0,COLUMBIA HEIGHTS,435,,2015,20,1138,245,Active,,,http://www.redfin.com/DC/Washington/1412-Chapin-St-NW-20009/unit-5/home/113745016,BRIGHT MLS,DCDC2000683,N,Y,38.9215183,-77.0326986
MLS Listing,,Townhouse,817 Quackenbos St NW,Washington,DC,20011,774900,3,2.5,BRIGHTWOOD,1939,1820,1923,20,400,,Active,,,http://www.redfin.com/DC/Washington/817-Quackenbos-St-NW-20011/home/10038812,BRIGHT MLS,DCDC2001017,N,Y,38.9638989,-77.0251636
MLS Listing,,Condo/Co-op,1001 N Randolph St #108,Arlington,VA,22201,405000,1,1.0,EASTVIEW AT BALLSTON METRO,670,,2005,21,604,465,Active,,,http://www.redfin.com/VA/Arlington/1001-N-Randolph-St-22201/unit-108/home/11280347,BRIGHT MLS,VAAR2000309,N,Y,38.8831015,-77.1092334
MLS Listing,,Townhouse,2862 Abingdon,Arlington,VA,22206,515000,2,2.0,FAIRLINGTON VIL,1383,,1944,21,372,412,Active,November-6-2021 01:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/VA/Arlington/2862-S-Abingdon-St-22206/home/11268448,BRIGHT MLS,VAAR2005316,N,Y,38.8405472,-77.0993097
MLS Listing,,Townhouse,2836 S Meade St,Arlington,VA,22206,570000,2,2.0,OLDE FACTORY,1200,,1983,21,475,125,Active,,,http://www.redfin.com/VA/Arlington/2836-S-Meade-St-22206/home/11277805,BRIGHT MLS,VAAR2000421,N,Y,38.845016,-77.070209
MLS Listing,,Townhouse,3820 Evans Trail Ct,Beltsville,MD,20705,319000,3,1.5,TIMBERLINE PLAT TWO,1080,1500,1986,21,295,84,Active,,,http://www.redfin.com/MD/Beltsville/3820-Evans-Trail-Ct-20705/home/10524777,BRIGHT MLS,MDPG2000559,N,Y,39.044029,-76.938215
MLS Listing,,Townhouse,1226 Wylie St NE,Washington,DC,20002,599000,2,1.0,OLD CITY I,810,660,1900,21,740,,Active,,,http://www.redfin.com/DC/Washington/1226-Wylie-St-NE-20002/home/9909819,BRIGHT MLS,DCDC2001007,N,Y,38.9008502,-76.9892039
MLS Listing,,Single Family Residential,5309 Easton Dr,Springfield,VA,22151,644000,4,2.0,NORTH SPRINGFIELD,2315,10560,1956,21,278,,Active,November-7-2021 01:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/VA/Springfield/5309-Easton-Dr-22151/home/9720359,BRIGHT MLS,VAFX2000835,N,Y,38.8064393,-77.1955804
MLS Listing,,Condo/Co-op,3101 N Hampton Dr #315,Alexandria,VA,22302,249900,1,1.0,NORTHAMPTON PLACE,648,,2004,22,386,484,Active,,,http://www.redfin.com/VA/Alexandria/3101-N-Hampton-Dr-22302/unit-315/home/11877231,BRIGHT MLS,VAAX2000311,N,Y,38.8381428,-77.1055022
MLS Listing,,Townhouse,6 Snows Ct NW,Washington,DC,20037,725000,2,1.0,FOGGY BOTTOM,702,540,1953,22,1033,,Active,,,http://www.redfin.com/DC/Washington/6-Snows-Ct-NW-20037/home/9043682,BRIGHT MLS,DCDC2000781,N,Y,38.9015806,-77.0524479
MLS Listing,,Single Family Residential,2909 Brook Dr,Falls Church,VA,22042,890000,4,3.0,HILLWOOD,2688,5582,1949,22,331,,Active,,,http://www.redfin.com/VA/Falls-Church/2909-Brook-Dr-22042/home/9560206,BRIGHT MLS,VAFX2001117,N,Y,38.8730082,-77.166513
MLS Listing,,Single Family Residential,9821 Glen,Potomac,MD,20854,999000,4,3.5,GLEN OAKS,3742,15000,1973,23,267,,Active,,,http://www.redfin.com/MD/Rockville/9821-Glen-Rd-20854/home/10895551,BRIGHT MLS,MDMC2018212,N,Y,39.0472208,-77.2034413
MLS Listing,,Townhouse,10386 Bridgetown Pl #126,Burke,VA,22015,409000,2,2.5,OAKWOOD COMMONS BURKE CE,988,,1984,23,414,119,Active,,,http://www.redfin.com/VA/Burke/10386-Bridgetown-Pl-22015/unit-126/home/9730415,BRIGHT MLS,VAFX2001091,N,Y,38.791907,-77.301318
MLS Listing,,Townhouse,2730 Manorhaven Ct,Alexandria,VA,22306,469000,4,2.5,MT WOODLEY MANOR SEC,1365,1453,1983,23,344,46,Active,,,http://www.redfin.com/VA/Alexandria/2730-Manorhaven-Ct-22306/home/9817386,BRIGHT MLS,VAFX2001137,N,Y,38.744382,-77.078827
MLS Listing,,Condo/Co-op,6137 Leesburg Pike #103,Falls Church,VA,22041,225000,2,1.0,LAFAYETTE PARK CONDO,850,,1964,23,265,557,Active,,,http://www.redfin.com/VA/Falls-Church/6137-Leesburg-Pike-22041/unit-103/home/9646283,BRIGHT MLS,VAFX2026080,N,Y,38.8599034,-77.1471232
MLS Listing,,Condo/Co-op,6940 Fairfax Dr #406,Arlington,VA,22213,480000,2,2.0,FALLS STATION,986,,1995,24,487,377,Active,,,http://www.redfin.com/VA/Arlington/6940-Fairfax-Dr-22213/unit-406/home/11239410,BRIGHT MLS,VAAR2005904,N,Y,38.8889136,-77.1645584
MLS Listing,,Townhouse,12169 Waveland St,Fairfax,VA,22033,749000,3,3.5,CENTERPOINTE III,2265,1936,2010,26,331,154,Active,,,http://www.redfin.com/VA/Fairfax/12169-Waveland-St-22033/home/21708476,BRIGHT MLS,VAFX2000293,N,Y,38.864405,-77.366013
MLS Listing,,Condo/Co-op,3039 Macomb St NW Unit 3A,Washington,DC,20008,199900,0,1.0,CLEVELAND PARK,370,,1923,27,540,356,Active,,,http://www.redfin.com/DC/Washington/3039-Macomb-St-NW-20008/unit-3A/home/17454201,BRIGHT MLS,DCDC2000595,N,Y,38.9338192,-77.0615282
MLS Listing,,Condo/Co-op,1630 D St SE #1,Washington,DC,20003,459000,2,1.0,OLD CITY I,781,,1930,27,588,360,Active,,,http://www.redfin.com/DC/Washington/1630-D-St-SE-20003/unit-1/home/23062863,BRIGHT MLS,DCDC2017016,N,Y,38.8843232,-76.9811827
MLS Listing,,Townhouse,4803 8th St NW,Washington,DC,20011,879900,4,3.5,PETWORTH,1845,1191,1925,27,477,,Active,,,http://www.redfin.com/DC/Washington/4803-8th-St-NW-20011/home/10051480,BRIGHT MLS,DCDC2000717,N,Y,38.948556,-77.0234427
MLS Listing,,Single Family Residential,2508 N Chambliss St,Alexandria,VA,22311,999000,5,3.5,HOFFMAN PROPERTY,3608,22215,1982,27,277,,Active,,,http://www.redfin.com/VA/Alexandria/2508-N-Chambliss-St-22311/home/9652813,BRIGHT MLS,VAFX2000821,N,Y,38.8358064,-77.1285121
MLS Listing,,Single Family Residential,3700 Cathedral Ave NW,Washington,DC,20016,2690000,5,3.5,OBSERVATORY CIRCLE,4754,,2002,27,566,,Active,,,http://www.redfin.com/DC/Washington/3700-Cathedral-Ave-NW-20016/home/10186823,BRIGHT MLS,DCDC2015816,N,Y,38.9289356,-77.0743886
MLS Listing,,Single Family Residential,2639 Steeplechase Dr,Reston,VA,20191,899900,6,3.5,RESTON,3000,26875,1971,27,300,59,Active,,,http://www.redfin.com/VA/Reston/2639-Steeplechase-Dr-20191/home/9346384,BRIGHT MLS,VAFX2000797,N,Y,38.9178662,-77.3657976
MLS Listing,,Condo/Co-op,3001 Veazey Ter NW #918,Washington,DC,20008,338000,1,1.0,FOREST HILLS,1115,,1967,27,303,857,Active,November-7-2021 02:30 PM,November-7-2021 04:30 PM,http://www.redfin.com/DC/Washington/3001-Veazey-Ter-NW-20008/unit-918/home/40334379,BRIGHT MLS,DCDC2000111,N,Y,38.9444006,-77.0616705
MLS Listing,,Condo/Co-op,12000 Market St #138,Reston,VA,20190,484900,2,2.0,SAVOY AT RESTON TOWN CEN,1150,,2004,27,422,488,Active,,,http://www.redfin.com/VA/Reston/12000-Market-St-20190/unit-138/home/9848713,BRIGHT MLS,VAFX2026076,N,Y,38.9589437,-77.3624072
MLS Listing,,Condo/Co-op,10101 Grosvenor Pl #1104,Rockville,MD,20852,285000,1,1.0,10101 GROSVENOR PARK COD,925,,1986,28,308,541,Active,,,http://www.redfin.com/MD/Rockville/10101-Grosvenor-Pl-20852/unit-1104/home/11209003,BRIGHT MLS,MDMC2018924,N,Y,39.0232354,-77.1046031
MLS Listing,,Single Family Residential,1805 Post Oak,Reston,VA,20191,845000,4,3.5,RESTON,2378,18704,1978,28,355,57,Active,November-5-2021 08:00 AM,November-5-2021 08:00 PM,http://www.redfin.com/VA/Reston/1805-Post-Oak-Trl-20191/home/9352642,BRIGHT MLS,VAFX2025644,N,Y,38.9419945,-77.3148077
MLS Listing,,Single Family Residential,1546 Hiddenbrook Dr,Herndon,VA,20170,570000,3,2.0,HIDDENBROOK,1360,9710,1975,28,419,30,Active,,,http://www.redfin.com/VA/Herndon/1546-Hiddenbrook-Dr-20170/home/9091378,BRIGHT MLS,VAFX2025476,N,Y,38.9916751,-77.3871021
MLS Listing,,Single Family Residential,4423 19th Pl NE,Washington,DC,20018,1199000,6,4.5,MICHIGAN PARK,3500,6335,1962,28,343,,Active,,,http://www.redfin.com/DC/Washington/4423-19th-Pl-NE-20018/home/10101078,BRIGHT MLS,DCDC2014726,N,Y,38.9439332,-76.977065
MLS Listing,,Townhouse,619 Lamont NW,Washington,DC,20010,1199000,4,3.5,COLUMBIA HEIGHTS,2350,1576,1910,28,510,,Active,,,http://www.redfin.com/DC/Washington/619-Lamont-St-NW-20010/home/10043422,BRIGHT MLS,DCDC2016990,N,Y,38.931513,-77.022062
MLS Listing,,Condo/Co-op,2300 Pimmit Dr #805,Falls Church,VA,22043,279990,2,2.0,IDYLWOOD TOWERS CONDO,1182,,1974,28,237,866,Active,,,http://www.redfin.com/VA/Falls-Church/2300-Pimmit-Dr-22043/unit-805/home/9479992,BRIGHT MLS,VAFX2026162,N,Y,38.8989474,-77.207147
MLS Listing,,Condo/Co-op,2020 12th St NW #108,Washington,DC,20009,599000,2,2.0,OLD CITY II,973,,2005,28,616,737,Active,,,http://www.redfin.com/DC/Washington/2020-12th-St-NW-20009/unit-108/home/10347204,BRIGHT MLS,DCDC2000359,N,Y,38.9178211,-77.0284248
MLS Listing,,Single Family Residential,3104 Greencastle,Burtonsville,MD,20866,540000,4,3.0,FAIRLAND,2704,24635,1955,29,200,,Active,,,http://www.redfin.com/MD/Burtonsville/3104-Greencastle-Rd-20866/home/10565187,BRIGHT MLS,MDMC2018820,N,Y,39.0997906,-76.9472695
MLS Listing,,Condo/Co-op,2907 Willston #301,Falls Church,VA,22044,249900,2,1.0,VILLAGES AT FALLS,718,,1952,29,348,393,Active,,,http://www.redfin.com/VA/Falls-Church/2907-Willston-Pl-22044/unit-301/home/176648768,BRIGHT MLS,VAFX2024842,N,Y,38.872559,-77.150609
MLS Listing,,Single Family Residential,12963 Pinecrest View Ct,Herndon,VA,20171,739900,4,3.0,FOX MILL ESTATES,2952,12711,1980,29,251,16,Active,,,http://www.redfin.com/VA/Herndon/12963-Pinecrest-View-Ct-20171/home/9315772,BRIGHT MLS,VAFX2000217,N,Y,38.9263263,-77.3950399
MLS Listing,,Townhouse,9419 Lost Trail Way,Potomac,MD,20854,860000,3,3.5,BEDFORDSHIRE,3822,3000,1987,30,225,97,Active,,,http://www.redfin.com/MD/Potomac/9419-Lost-Trail-Way-20854/home/10917328,BRIGHT MLS,MDMC2018666,N,Y,39.0396459,-77.1940095
MLS Listing,,Condo/Co-op,10328 Sager Ave #109,Fairfax,VA,22030,550000,2,2.0,PROVIDENCE SQUARE,1585,,2003,31,347,567,Active,,,http://www.redfin.com/VA/Fairfax/10328-Sager-Ave-22030/unit-109/home/12032752,BRIGHT MLS,VAFC2000442,N,Y,38.8451558,-77.3030947
MLS Listing,,Single Family Residential,1017 S Greenthorn Ave,Sterling,VA,20164,550000,3,3.0,STERLING PARK,1800,11761,1966,33,306,,Active,,,http://www.redfin.com/VA/Sterling/1017-S-Greenthorn-Ave-20164/home/11973250,BRIGHT MLS,VALO2009728,N,Y,39.0003406,-77.4201501
MLS Listing,,Townhouse,18657 Cross Country Ln,Gaithersburg,MD,20879,359000,3,3.0,MEADOWVALE,1500,2130,1983,34,239,73,Active,,,http://www.redfin.com/MD/Gaithersburg/18657-Cross-Country-Ln-20879/home/10815640,BRIGHT MLS,MDMC2017986,N,Y,39.1618453,-77.1824411
MLS Listing,,Condo/Co-op,4201 Cathedral Ave NW Unit 702E,Washington,DC,20016,375000,2,1.5,WESLEY HEIGHTS,1146,,1960,34,327,1115,Active,,,http://www.redfin.com/DC/Washington/4201-Cathedral-Ave-NW-20016/unit-702E/home/9951815,BRIGHT MLS,DCDC2011922,N,Y,38.9311869,-77.083832
MLS Listing,,Condo/Co-op,1300 Army Navy Dr #807,Arlington,VA,22202,295000,1,1.0,HORIZON HOUSE,900,,1965,34,328,769,Active,,,http://www.redfin.com/VA/Arlington/1300-Army-Navy-Dr-22202/unit-807/home/11275194,BRIGHT MLS,VAAR2005934,N,Y,38.8634503,-77.0671495
MLS Listing,,Single Family Residential,415 E Melbourne Ave,Silver Spring,MD,20901,549900,4,2.0,LONG BRANCH VILLAGE,1426,5810,1943,34,386,,Active,,,http://www.redfin.com/MD/Silver-Spring/415-E-Melbourne-Ave-20901/home/11027518,BRIGHT MLS,MDMC2018408,N,Y,39.0094022,-77.0002054
MLS Listing,,Condo/Co-op,50 Florida Ave NE #901,Washington,DC,20002,675000,2,2.0,ECKINGTON,934,,2019,34,723,455,Active,,,http://www.redfin.com/DC/Washington/50-Florida-Ave-NE-20002/unit-901/home/171550127,BRIGHT MLS,DCDC2015332,N,Y,38.9104754,-77.0072358
MLS Listing,,Condo/Co-op,5804 Village Green Dr Unit E,Alexandria,VA,22309,205000,2,1.0,VILLAGES CONDO THE,810,,1974,34,253,345,Active,,,http://www.redfin.com/VA/Alexandria/5804-Village-Green-Dr-22309/unit-E/home/105116646,BRIGHT MLS,VAFX2024882,N,Y,38.723239,-77.127787
MLS Listing,,Single Family Residential,13011 New Austin Ct,Herndon,VA,20171,729900,4,2.5,MONTEREY,3102,10940,1982,35,235,18,Active,,,http://www.redfin.com/VA/Herndon/13011-New-Austin-Ct-20171/home/9284029,BRIGHT MLS,VAFX2023470,N,Y,38.9331432,-77.39643
MLS Listing,,Condo/Co-op,88 V St SW #414,Washington,DC,20024,650000,1,1.5,OLD CITY I,750,,2020,35,867,615,Active,,,http://www.redfin.com/DC/Washington/88-V-St-SW-20024/unit-414/home/175897492,BRIGHT MLS,DCDC2016114,N,Y,38.8644435,-77.0119014
MLS Listing,,Condo/Co-op,910 M St NW #309,Washington,DC,20001,667000,2,2.0,OLD CITY II,975,,2006,35,684,819,Active,,,http://www.redfin.com/DC/Washington/910-M-St-NW-20001/unit-309/home/11746768,BRIGHT MLS,DCDC2014720,N,Y,38.9054055,-77.0246698
MLS Listing,,Single Family Residential,11205 Ashley Dr,Rockville,MD,20852,510000,3,2.0,RANDOLPH HILLS,1876,7455,1959,36,272,,Active,,,http://www.redfin.com/MD/Rockville/11205-Ashley-Dr-20852/home/10502889,BRIGHT MLS,MDMC2017390,N,Y,39.0409715,-77.0950497
MLS Listing,,Condo/Co-op,30 Florida Ave NW #4,Washington,DC,20001,595000,2,1.0,OLD CITY II,835,,2017,36,713,184,Active,,,http://www.redfin.com/DC/Washington/30-Florida-Ave-NW-20001/unit-4/home/144233718,BRIGHT MLS,DCDC2015498,N,Y,38.9105586,-77.0080342
MLS Listing,,Condo/Co-op,1380 Quincy St NW Unit 3A,Washington,DC,20011,599900,2,2.0,COLUMBIA HEIGHTS,902,,2015,36,665,533,Active,,,http://www.redfin.com/DC/Washington/1380-Quincy-St-NW-20010/unit-3A/home/105540106,BRIGHT MLS,DCDC2014734,N,Y,38.9374996,-77.0323438
MLS Listing,,Townhouse,11378 Links Dr,Reston,VA,20190,529900,3,2.5,RESTON BLK 39 SEC 3 OF R,1780,2003,1968,36,298,117,Active,,,http://www.redfin.com/VA/Reston/11378-Links-Dr-20190/home/9221870,BRIGHT MLS,VAFX2024108,N,Y,38.959106,-77.341774
MLS Listing,,Single Family Residential,4411 Chestnut Ln,Rockville,MD,20853,1102000,6,5.5,SYCAMORE ACRES,5045,43995,1956,36,218,,Active,,,http://www.redfin.com/MD/Rockville/4411-Chestnut-Ln-20853/home/10705500,BRIGHT MLS,MDMC2017918,N,Y,39.1143064,-77.0870693
MLS Listing,,Condo/Co-op,815 T St NW Unit A,Washington,DC,20001,825000,3,2.5,OLD CITY II,1577,,1900,36,523,198,Active,,,http://www.redfin.com/DC/Washington/815-T-St-NW-20001/unit-A/home/21645126,BRIGHT MLS,DCDC2016186,N,Y,38.9157505,-77.0236398
MLS Listing,,Condo/Co-op,2817 Jermantown Rd #611,Oakton,VA,22124,308000,2,2.0,TREEBROOKE,1347,,1974,36,229,654,Active,,,http://www.redfin.com/VA/Oakton/2817-Jermantown-Rd-22124/unit-611/home/9522033,BRIGHT MLS,VAFX2022842,N,Y,38.8742303,-77.2996388
MLS Listing,,Single Family Residential,4625 Barnum Ln,Alexandria,VA,22312,774900,4,2.0,COTTAGE FARMS,2328,22550,1956,37,333,,Active,,,http://www.redfin.com/VA/Alexandria/4625-Barnum-Ln-22312/home/9723595,BRIGHT MLS,VAFX2023018,N,Y,38.82222,-77.1383373
MLS Listing,,Single Family Residential,1000 Hertford St,Herndon,VA,20170,560000,4,2.0,HUNTERS CREEK,1092,7778,1978,37,513,6,Active,,,http://www.redfin.com/VA/Herndon/1000-Hertford-St-20170/home/9111772,BRIGHT MLS,VAFX2023558,N,Y,38.9775578,-77.3750375
MLS Listing,,Single Family Residential,7915 Kentbury Dr,Bethesda,MD,20814,1169000,6,4.0,COLUMBIA FOREST,2388,7234,1948,37,490,,Active,,,http://www.redfin.com/MD/Bethesda/7915-Kentbury-Dr-20814/home/10662990,BRIGHT MLS,MDMC2017576,N,Y,38.9891784,-77.0840793
MLS Listing,,Single Family Residential,14316 Rosemore Ln,Laurel,MD,20707,669900,5,3.5,THE VILLAGES AT WELLINGT,4484,9781,2004,37,149,70,Active,,,http://www.redfin.com/MD/Laurel/14316-Rosemore-Ln-20707/home/11136157,BRIGHT MLS,MDPG2012198,N,Y,39.0871325,-76.8750463
MLS Listing,,Condo/Co-op,2230 George C Marshall Dr #826,Falls Church,VA,22043,329000,2,1.0,RENAISSANCE 2230 CONDO,888,,1987,37,370,485,Active,,,http://www.redfin.com/VA/Falls-Church/2230-George-C-Marshall-Dr-22043/unit-826/home/9849512,BRIGHT MLS,VAFX2023580,N,Y,38.9006936,-77.2138394
MLS Listing,,Condo/Co-op,1724 Lake Shore Crest Dr #33,Reston,VA,20190,329500,2,1.5,EDGEWATER AT TOWN CENTER,966,,1994,38,341,498,Active,,,http://www.redfin.com/VA/Reston/1724-Lake-Shore-Crest-Dr-20190/unit-33/home/9215028,BRIGHT MLS,VAFX2024598,N,Y,38.9642709,-77.3619832
MLS Listing,,Townhouse,11509 Underoak Ct,Reston,VA,20191,469000,3,3.0,RESTON SEC 62 BLK 1C,1570,1690,1981,40,299,143,Active,,,http://www.redfin.com/VA/Reston/11509-Underoak-Ct-20191/home/9340633,BRIGHT MLS,VAFX2024474,N,Y,38.9308862,-77.3446685
MLS Listing,,Condo/Co-op,3003 Nicosh Cir #3306,Falls Church,VA,22042,315000,1,1.0,HIGH POINTE AT JEFFERSON,806,,2000,41,391,367,Active,,,http://www.redfin.com/VA/Falls-Church/3003-Nicosh-Cir-22042/unit-3306/home/9850203,BRIGHT MLS,VAFX2024088,N,Y,38.8689454,-77.2217694
MLS Listing,,Condo/Co-op,913 14th St SE #1,Washington,DC,20003,635000,3,3.0,OLD CITY I,1200,,1905,41,529,350,Active,,,http://www.redfin.com/DC/Washington/913-14th-St-SE-20003/unit-1/home/79640509,BRIGHT MLS,DCDC2014668,N,Y,38.8795872,-76.9857165
MLS Listing,,Townhouse,1234 Oates St NE,Washington,DC,20002,920000,4,3.5,TRINIDAD,1941,1298,1926,42,474,,Active,,,http://www.redfin.com/DC/Washington/1234-Oates-St-NE-20002/home/10095518,BRIGHT MLS,DCDC2014770,N,Y,38.9051605,-76.9870438
MLS Listing,,Townhouse,1316 Michigan Ave NE,Washington,DC,20017,649000,2,3.0,BROOKLAND,1352,1048,1940,42,480,,Active,,,http://www.redfin.com/DC/Washington/1316-Michigan-Ave-NE-20017/home/10092409,BRIGHT MLS,DCDC2015166,N,Y,38.9412026,-76.9877639
